LST,area,date
24.91852374839541,Juhapura,2023-01-25
29.430179717586665,Juhapura,2023-02-02
32.068331193838304,Juhapura,2023-02-10
33.435725288831854,Juhapura,2023-02-18
34.32335044929401,Juhapura,2023-02-26
34.44450577663674,Juhapura,2023-03-06
33.16905006418489,Juhapura,2023-03-14
34.59983311938387,Juhapura,2023-03-22
35.737188703466,Juhapura,2023-03-30
39.24745827984599,Juhapura,2023-04-07
40.90738125802314,Juhapura,2023-04-15
41.39143774069324,Juhapura,2023-04-23
37.59197689345319,Juhapura,2023-05-01
43.77993581514765,Juhapura,2023-05-09
41.37793324775357,Juhapura,2023-05-17
36.57883183568682,Juhapura,2023-05-25
36.506662387676535,Juhapura,2023-06-02
35.11464698331198,Juhapura,2023-06-10
33.1476196589034,Juhapura,2023-06-18
31.180592334494825,Juhapura,2023-06-26
31.489752167876187,Juhapura,2023-07-04
31.798912001257545,Juhapura,2023-07-12
32.108071834638906,Juhapura,2023-07-20
32.417231668020264,Juhapura,2023-07-28
32.72639150140162,Juhapura,2023-08-05
33.03555133478299,Juhapura,2023-08-13
33.344711168164345,Juhapura,2023-08-21
33.75916559691914,Juhapura,2023-08-29
33.4561103979461,Juhapura,2023-09-06
33.153055198973064,Juhapura,2023-09-14
32.85000000000002,Juhapura,2023-09-22
34.23118100128372,Juhapura,2023-09-30
34.80178433889604,Juhapura,2023-10-08
34.79629011553277,Juhapura,2023-10-16
34.1847368421053,Juhapura,2023-10-24
32.46892169448012,Juhapura,2023-11-01
32.23028241335048,Juhapura,2023-11-09
30.17020539152763,Juhapura,2023-11-17
26.51094993581517,Juhapura,2023-11-25
27.739627727856256,Juhapura,2023-12-03
26.12376123234921,Juhapura,2023-12-11
25.900937098844704,Juhapura,2023-12-19
24.71778711484597,Juhapura,2023-12-27
23.421938382541764,Juhapura,2024-01-01
26.22396662387679,Juhapura,2024-01-09
25.23372272143776,Juhapura,2024-01-17
26.29505776636717,Juhapura,2024-01-25
28.10360718870349,Juhapura,2024-02-02
28.88938382541724,Juhapura,2024-02-10
30.963145057766404,Juhapura,2024-02-18
29.87770218228501,Juhapura,2024-02-26
32.5829910141207,Juhapura,2024-03-05
34.34401797175871,Juhapura,2024-03-13
36.66835686777923,Juhapura,2024-03-21
35.811206675224675,Juhapura,2024-03-29
37.47421052631583,Juhapura,2024-04-06
40.306508344030846,Juhapura,2024-04-14
40.1426829268293,Juhapura,2024-04-22
41.53867779204112,Juhapura,2024-04-30
38.68555840821571,Juhapura,2024-05-08
38.47916559691917,Juhapura,2024-05-16
36.6868421052632,Juhapura,2024-05-24
37.77146341463418,Juhapura,2024-06-01
37.99077021822854,Juhapura,2024-06-09
31.64699614890888,Juhapura,2024-06-17
31.899499192464585,Juhapura,2024-06-25
32.15200223602029,Juhapura,2024-07-03
32.40450527957599,Juhapura,2024-07-11
32.6570083231317,Juhapura,2024-07-19
32.909511366687404,Juhapura,2024-07-27
33.16201441024311,Juhapura,2024-08-04
33.414517453798815,Juhapura,2024-08-12
32.39830807855363,Juhapura,2024-08-20
31.382098703308447,Juhapura,2024-08-28
30.365889328063265,Juhapura,2024-09-05
30.77739409499361,Juhapura,2024-09-13
31.06219512195125,Juhapura,2024-09-21
31.346996148908897,Juhapura,2024-09-29
33.36255455712455,Juhapura,2024-10-07
31.40134788189989,Juhapura,2024-10-15
33.94768934531455,Juhapura,2024-10-23
33.61284980744547,Juhapura,2024-10-31
31.830949935815184,Juhapura,2024-11-08
28.91405648267013,Juhapura,2024-11-16
27.76866495507064,Juhapura,2024-11-24
26.067586649550737,Juhapura,2024-12-02
23.695930680359464,Juhapura,2024-12-10
24.077804878048788,Juhapura,2024-12-18
23.67983957219253,Juhapura,2024-12-26
24.37238767650837,Juhapura,2025-01-01
23.273414634146373,Juhapura,2025-01-09
26.32976893453149,Juhapura,2025-01-17
25.887150192554586,Juhapura,2025-01-25
25.928433889602083,Juhapura,2025-02-02
28.76897304236204,Juhapura,2025-02-10
29.32178433889607,Juhapura,2025-02-18
30.72460847240056,Juhapura,2025-02-26
35.05066752246474,Juhapura,2025-03-06
35.35341463414636,Juhapura,2025-03-14
35.34360718870351,Juhapura,2025-03-22
37.3772913992298,Juhapura,2025-03-30
37.58453145057771,Juhapura,2025-04-07
37.50702182284984,Juhapura,2025-04-15
38.673106546854974,Juhapura,2025-04-23
39.39336328626448,Juhapura,2025-05-01
35.875596919127105,Juhapura,2025-05-09
35.446405648267046,Juhapura,2025-05-17
32.29123234916562,Juhapura,2025-05-25
33.16491655969194,Juhapura,2025-06-02
33.38296534017976,Juhapura,2025-06-10
32.24968457729694,Juhapura,2025-06-18
31.116403814414127,Juhapura,2025-06-26
29.98312305153131,Juhapura,2025-07-04
28.849842288648496,Juhapura,2025-07-12
27.71656152576568,Juhapura,2025-07-20
26.58328076288286,Juhapura,2025-07-28
25.450000000000045,Juhapura,2025-08-05
26.32408857509632,Juhapura,2025-08-13
27.1981771501926,Juhapura,2025-08-21
28.072265725288872,Juhapura,2025-08-29
28.94635430038515,Juhapura,2025-09-06
30.396906290115563,Juhapura,2025-09-14
31.847458279845977,Juhapura,2025-09-22
24.05000000000001,Juhapura,2025-09-30
30.204094993581524,Juhapura,2025-10-08
30.85288831835689,Juhapura,2025-10-16
31.50168164313225,Juhapura,2025-10-24
27.67844672657256,Juhapura,2025-11-01
26.957625160462165,Juhapura,2025-11-09
25.21672657252892,Juhapura,2025-11-17
25.09845956354303,Juhapura,2025-11-25
24.980192554557146,Juhapura,2025-12-03
25.21978177150195,Juhapura,2025-12-11
24.93112965340181,Juhapura,2025-12-19
23.170518134715067,Juhapura,2025-12-27
21.50845956354304,Juhapura,2026-01-01
23.28286264441594,Juhapura,2026-01-09
21.81333761232353,Juhapura,2026-01-17
21.87816431322212,Juhapura,2026-01-25
26.208800000000032,Juhapura,2026-02-02
26.93811296534021,Juhapura,2026-02-10
29.344326059050093,Juhapura,2026-02-18
30.10283697047499,Juhapura,2026-02-26
33.26427471116819,Juhapura,2026-03-06
27.200792452830232,Maninagar,2018-01-01
29.951333333333363,Maninagar,2018-01-09
29.99724528301889,Maninagar,2018-01-17
30.31379874213841,Maninagar,2018-01-25
30.85221383647804,Maninagar,2018-02-02
31.76262893081766,Maninagar,2018-02-10
33.78783647798745,Maninagar,2018-02-18
36.59996226415098,Maninagar,2018-02-26
37.6749308176101,Maninagar,2018-03-06
37.626352201257895,Maninagar,2018-03-14
41.47981132075475,Maninagar,2018-03-22
42.020515723270464,Maninagar,2018-03-30
40.1612955974843,Maninagar,2018-04-07
43.435232704402566,Maninagar,2018-04-15
43.14446540880506,Maninagar,2018-04-23
43.885748427673,Maninagar,2018-05-01
44.77797484276734,Maninagar,2018-05-09
43.82418867924532,Maninagar,2018-05-17
43.21327044025162,Maninagar,2018-05-25
38.3623270440252,Maninagar,2018-06-02
35.0389559748428,Maninagar,2018-06-10
38.51304402515728,Maninagar,2018-06-18
31.258913746164996,Maninagar,2018-06-26
24.004783467172707,Maninagar,2018-07-04
16.750653188180422,Maninagar,2018-07-12
18.979109740812337,Maninagar,2018-07-20
21.20756629344425,Maninagar,2018-07-28
23.436022846076163,Maninagar,2018-08-05
25.664479398708075,Maninagar,2018-08-13
27.89293595133999,Maninagar,2018-08-21
30.121392503971904,Maninagar,2018-08-29
32.349849056603816,Maninagar,2018-09-06
35.518327044025185,Maninagar,2018-09-14
37.23374842767299,Maninagar,2018-09-22
38.42715723270444,Maninagar,2018-09-30
37.221522012578646,Maninagar,2018-10-08
38.52418867924532,Maninagar,2018-10-16
37.22071698113212,Maninagar,2018-10-24
36.1834339622642,Maninagar,2018-11-01
35.49810062893086,Maninagar,2018-11-09
35.59442767295602,Maninagar,2018-11-17
32.84378616352205,Maninagar,2018-11-25
30.325345911949707,Maninagar,2018-12-03
28.727886792452853,Maninagar,2018-12-11
28.83316981132078,Maninagar,2018-12-19
27.0000125786164,Maninagar,2018-12-27
27.953899371069223,Maninagar,2019-01-01
27.90028930817613,Maninagar,2019-01-09
29.00715723270444,Maninagar,2019-01-17
27.01128301886797,Maninagar,2019-01-25
27.469823899371104,Maninagar,2019-02-02
30.643031446540903,Maninagar,2019-02-10
35.700893081761045,Maninagar,2019-02-18
33.352893081761046,Maninagar,2019-02-26
35.5531698113208,Maninagar,2019-03-06
38.37973584905664,Maninagar,2019-03-14
42.1446918238994,Maninagar,2019-03-22
44.19515723270443,Maninagar,2019-03-30
44.99284276729565,Maninagar,2019-04-07
43.80355974842772,Maninagar,2019-04-15
45.835559748427706,Maninagar,2019-04-23
44.05098113207552,Maninagar,2019-05-01
42.90592452830193,Maninagar,2019-05-09
43.58524528301891,Maninagar,2019-05-17
44.51098113207551,Maninagar,2019-05-25
41.69925786163525,Maninagar,2019-06-02
38.3823522012579,Maninagar,2019-06-10
37.62977358490569,Maninagar,2019-06-18
35.05247043363997,Maninagar,2019-06-26
33.42913458788918,Maninagar,2019-07-04
31.805798742138386,Maninagar,2019-07-12
37.94496855345915,Maninagar,2019-07-20
36.78256603773588,Maninagar,2019-07-28
35.620163522012604,Maninagar,2019-08-05
34.45776100628934,Maninagar,2019-08-13
33.295358490566066,Maninagar,2019-08-21
33.58891823899374,Maninagar,2019-08-29
33.88247798742142,Maninagar,2019-09-06
34.17603773584909,Maninagar,2019-09-14
34.46959748427677,Maninagar,2019-09-22
34.763157232704444,Maninagar,2019-09-30
37.50942138364783,Maninagar,2019-10-08
35.54969811320756,Maninagar,2019-10-16
30.42813836477989,Maninagar,2019-10-24
34.56723270440255,Maninagar,2019-11-01
33.601496855345964,Maninagar,2019-11-09
32.88838993710695,Maninagar,2019-11-17
31.0714842767296,Maninagar,2019-11-25
29.19377358490569,Maninagar,2019-12-03
27.46849056603777,Maninagar,2019-12-11
27.673094339622672,Maninagar,2019-12-19
25.375509433962296,Maninagar,2019-12-27
25.328716981132104,Maninagar,2020-01-01
24.062276729559777,Maninagar,2020-01-09
26.937723270440284,Maninagar,2020-01-17
28.06967295597488,Maninagar,2020-01-25
28.674201257861675,Maninagar,2020-02-02
31.89493081761009,Maninagar,2020-02-10
34.13467924528306,Maninagar,2020-02-18
34.69364779874217,Maninagar,2020-02-26
33.03284276729563,Maninagar,2020-03-05
36.515559748427705,Maninagar,2020-03-13
38.05000000000003,Maninagar,2020-03-21
41.42605031446544,Maninagar,2020-03-29
42.67513207547173,Maninagar,2020-04-06
43.05903144654091,Maninagar,2020-04-14
43.07191194968557,Maninagar,2020-04-22
44.65128301886797,Maninagar,2020-04-30
44.02677987421387,Maninagar,2020-05-08
44.86272955974846,Maninagar,2020-05-16
45.21113207547175,Maninagar,2020-05-24
37.78949685534595,Maninagar,2020-06-01
36.97363367799117,Maninagar,2020-06-09
38.25274213836482,Maninagar,2020-06-17
39.79701886792457,Maninagar,2020-06-25
39.351833333333374,Maninagar,2020-07-03
38.90664779874218,Maninagar,2020-07-11
38.46146226415098,Maninagar,2020-07-19
38.01627672955979,Maninagar,2020-07-27
37.5710911949686,Maninagar,2020-08-04
37.1259056603774,Maninagar,2020-08-12
36.6807201257862,Maninagar,2020-08-20
36.235534591195005,Maninagar,2020-08-28
36.054888888888925,Maninagar,2020-09-05
35.87424318658284,Maninagar,2020-09-13
35.69359748427676,Maninagar,2020-09-21
36.57913207547173,Maninagar,2020-09-29
37.45334591194971,Maninagar,2020-10-07
36.87110691823904,Maninagar,2020-10-15
37.26854088050318,Maninagar,2020-10-23
34.776012578616395,Maninagar,2020-10-31
33.029748427672985,Maninagar,2020-11-08
32.81070440251575,Maninagar,2020-11-16
31.368918238993725,Maninagar,2020-11-24
32.59176100628933,Maninagar,2020-12-02
28.4543773584906,Maninagar,2020-12-10
27.67057861635223,Maninagar,2020-12-18
26.30562264150947,Maninagar,2020-12-26
26.23206289308178,Maninagar,2021-01-01
28.276188679245305,Maninagar,2021-01-09
29.121194968553493,Maninagar,2021-01-17
27.09238993710695,Maninagar,2021-01-25
27.85701886792456,Maninagar,2021-02-02
32.355660377358525,Maninagar,2021-02-10
34.41571069182392,Maninagar,2021-02-18
36.90134591194972,Maninagar,2021-02-26
38.14909433962268,Maninagar,2021-03-06
37.12841509433966,Maninagar,2021-03-14
40.36403773584909,Maninagar,2021-03-22
40.632012578616376,Maninagar,2021-03-30
42.75759748427677,Maninagar,2021-04-07
43.4869056603774,Maninagar,2021-04-15
42.0840377358491,Maninagar,2021-04-23
44.31923270440256,Maninagar,2021-05-01
42.7990062893082,Maninagar,2021-05-09
33.99417610062898,Maninagar,2021-05-17
36.7886918238994,Maninagar,2021-05-25
35.59467924528305,Maninagar,2021-06-02
29.482448979591865,Maninagar,2021-06-10
31.48072763445003,Maninagar,2021-06-18
33.479006289308195,Maninagar,2021-06-26
37.51120754716984,Maninagar,2021-07-04
37.11856874653949,Maninagar,2021-07-12
36.72592994590914,Maninagar,2021-07-20
36.33329114527879,Maninagar,2021-07-28
35.94065234464844,Maninagar,2021-08-05
35.54801354401809,Maninagar,2021-08-13
35.68356353717236,Maninagar,2021-08-21
35.81911353032663,Maninagar,2021-08-29
35.773105587996554,Maninagar,2021-09-06
35.72709764566648,Maninagar,2021-09-14
35.6810897033364,Maninagar,2021-09-22
35.63508176100632,Maninagar,2021-09-30
35.10600000000002,Maninagar,2021-10-08
35.54147169811323,Maninagar,2021-10-16
34.52826415094344,Maninagar,2021-10-24
33.63327044025161,Maninagar,2021-11-01
32.22059119496859,Maninagar,2021-11-09
33.51206289308178,Maninagar,2021-11-17
32.97633962264155,Maninagar,2021-11-25
28.206251572327066,Maninagar,2021-12-03
27.9074842767296,Maninagar,2021-12-11
27.44376100628936,Maninagar,2021-12-19
24.48169811320758,Maninagar,2021-12-27
27.5194842767296,Maninagar,2022-01-01
24.70330817610065,Maninagar,2022-01-09
22.45971069182393,Maninagar,2022-01-17
27.680742138364817,Maninagar,2022-01-25
29.238402515723305,Maninagar,2022-02-02
30.983886792452875,Maninagar,2022-02-10
33.747962264150985,Maninagar,2022-02-18
35.13505660377362,Maninagar,2022-02-26
37.790805031446574,Maninagar,2022-03-06
40.53462893081764,Maninagar,2022-03-14
40.79306918238998,Maninagar,2022-03-22
42.257748427673,Maninagar,2022-03-30
43.53480503144657,Maninagar,2022-04-07
43.7115094339623,Maninagar,2022-04-15
45.86937106918243,Maninagar,2022-04-23
42.35883018867927,Maninagar,2022-05-01
41.283937106918295,Maninagar,2022-05-09
39.503283018867954,Maninagar,2022-05-17
37.43233962264154,Maninagar,2022-05-25
37.97807547169816,Maninagar,2022-06-02
40.337471698113255,Maninagar,2022-06-10
38.70169811320759,Maninagar,2022-06-18
37.59779874213841,Maninagar,2022-06-26
36.49389937106922,Maninagar,2022-07-04
35.39000000000004,Maninagar,2022-07-12
34.28610062893085,Maninagar,2022-07-20
33.182201257861664,Maninagar,2022-07-28
32.07830188679248,Maninagar,2022-08-05
30.97440251572329,Maninagar,2022-08-13
29.87050314465411,Maninagar,2022-08-21
34.870000000000005,Maninagar,2022-08-29
38.45143396226419,Maninagar,2022-09-06
31.3829056603774,Maninagar,2022-09-14
33.85120754716985,Maninagar,2022-09-22
36.703836477987466,Maninagar,2022-09-30
36.406109014675096,Maninagar,2022-10-08
36.10838155136273,Maninagar,2022-10-16
35.81065408805036,Maninagar,2022-10-24
35.24363522012582,Maninagar,2022-11-01
33.17543396226417,Maninagar,2022-11-09
32.02798742138367,Maninagar,2022-11-17
30.473421383647832,Maninagar,2022-11-25
29.59075471698116,Maninagar,2022-12-03
30.54884276729562,Maninagar,2022-12-11
29.270000000000024,Maninagar,2022-12-19
27.72476729559752,Maninagar,2022-12-27
25.426276729559792,Maninagar,2023-01-01
26.61976100628933,Maninagar,2023-01-09
25.462377358490595,Maninagar,2023-01-17
25.75631446540884,Maninagar,2023-01-25
30.48313207547172,Maninagar,2023-02-02
33.22836477987426,Maninagar,2023-02-10
34.90084276729564,Maninagar,2023-02-18
35.157823899371095,Maninagar,2023-02-26
34.84064150943401,Maninagar,2023-03-06
34.44620125786168,Maninagar,2023-03-14
35.7840377358491,Maninagar,2023-03-22
37.58408805031448,Maninagar,2023-03-30
41.01963522012583,Maninagar,2023-04-07
42.32781132075476,Maninagar,2023-04-15
41.38416352201262,Maninagar,2023-04-23
39.44348427672959,Maninagar,2023-05-01
45.07072955974848,Maninagar,2023-05-09
42.538427672956,Maninagar,2023-05-17
38.15072955974846,Maninagar,2023-05-25
36.45359748427676,Maninagar,2023-06-02
34.89704402515727,Maninagar,2023-06-10
33.926560509554164,Maninagar,2023-06-18
33.49514747608329,Maninagar,2023-06-26
33.063734442612414,Maninagar,2023-07-04
32.63232140914153,Maninagar,2023-07-12
32.20090837567066,Maninagar,2023-07-20
31.769495342199782,Maninagar,2023-07-28
31.338082308728904,Maninagar,2023-08-05
30.906669275258025,Maninagar,2023-08-13
30.47525624178715,Maninagar,2023-08-21
34.35691823899375,Maninagar,2023-08-29
34.494276729559786,Maninagar,2023-09-06
34.631635220125816,Maninagar,2023-09-14
34.76899371069185,Maninagar,2023-09-22
34.90635220125789,Maninagar,2023-09-30
36.09100628930821,Maninagar,2023-10-08
35.2361383647799,Maninagar,2023-10-16
34.61744654088053,Maninagar,2023-10-24
33.637144654088075,Maninagar,2023-11-01
33.00328301886795,Maninagar,2023-11-09
30.57397484276732,Maninagar,2023-11-17
27.211408805031493,Maninagar,2023-11-25
28.664465408805075,Maninagar,2023-12-03
27.14028930817612,Maninagar,2023-12-11
26.71953459119499,Maninagar,2023-12-19
26.455836477987447,Maninagar,2023-12-27
24.68383647798747,Maninagar,2024-01-01
27.06036477987425,Maninagar,2024-01-09
24.60111949685537,Maninagar,2024-01-17
26.81334591194972,Maninagar,2024-01-25
29.11955974842769,Maninagar,2024-02-02
29.772792452830217,Maninagar,2024-02-10
31.871081761006323,Maninagar,2024-02-18
31.625018867924563,Maninagar,2024-02-26
34.293698113207576,Maninagar,2024-03-05
35.964566037735885,Maninagar,2024-03-13
38.30106918238998,Maninagar,2024-03-21
38.06864150943401,Maninagar,2024-03-29
39.06046540880507,Maninagar,2024-04-06
41.15908176100632,Maninagar,2024-04-14
41.42074213836481,Maninagar,2024-04-22
43.37749685534593,Maninagar,2024-04-30
40.53161006289312,Maninagar,2024-05-08
40.19425157232708,Maninagar,2024-05-16
37.19789937106922,Maninagar,2024-05-24
38.18310691823902,Maninagar,2024-06-01
38.59417610062897,Maninagar,2024-06-09
37.893750000000026,Maninagar,2024-06-17
35.80383752620548,Maninagar,2024-06-25
33.71392505241093,Maninagar,2024-07-03
31.624012578616384,Maninagar,2024-07-11
31.99050943396229,Maninagar,2024-07-19
32.35700628930821,Maninagar,2024-07-27
32.72350314465412,Maninagar,2024-08-04
33.09000000000003,Maninagar,2024-08-12
31.213431203223976,Maninagar,2024-08-20
29.33686240644792,Maninagar,2024-08-28
27.460293609671865,Maninagar,2024-09-05
31.420842767295643,Maninagar,2024-09-13
31.887949685534625,Maninagar,2024-09-21
32.355056603773605,Maninagar,2024-09-29
34.88594968553463,Maninagar,2024-10-07
32.836213836478024,Maninagar,2024-10-15
35.23754716981136,Maninagar,2024-10-23
35.08069182389941,Maninagar,2024-10-31
32.94217610062898,Maninagar,2024-11-08
30.038477987421413,Maninagar,2024-11-16
28.44957232704407,Maninagar,2024-11-24
27.286150943396247,Maninagar,2024-12-02
24.66038993710696,Maninagar,2024-12-10
24.675509433962304,Maninagar,2024-12-18
24.275761006289347,Maninagar,2024-12-26
25.35055345911953,Maninagar,2025-01-01
23.59394968553464,Maninagar,2025-01-09
27.504062893081805,Maninagar,2025-01-17
27.155710691823945,Maninagar,2025-01-25
26.81893081761009,Maninagar,2025-02-02
30.09296855345916,Maninagar,2025-02-10
31.4131949685535,Maninagar,2025-02-18
31.98939622641511,Maninagar,2025-02-26
36.5138490566038,Maninagar,2025-03-06
36.75460377358495,Maninagar,2025-03-14
36.57294339622644,Maninagar,2025-03-22
38.56119496855349,Maninagar,2025-03-30
39.00670440251575,Maninagar,2025-04-07
38.81206289308181,Maninagar,2025-04-15
39.9275094339623,Maninagar,2025-04-23
40.28215094339627,Maninagar,2025-05-01
37.04962264150946,Maninagar,2025-05-09
36.80033962264155,Maninagar,2025-05-17
29.577899371069208,Maninagar,2025-05-25
33.45286792452833,Maninagar,2025-06-02
35.36851572327048,Maninagar,2025-06-10
34.1572991913747,Maninagar,2025-06-18
32.946082659478925,Maninagar,2025-06-26
31.73486612758315,Maninagar,2025-07-04
30.52364959568737,Maninagar,2025-07-12
29.312433063791595,Maninagar,2025-07-20
28.10121653189582,Maninagar,2025-07-28
26.890000000000043,Maninagar,2025-08-05
27.85322024771141,Maninagar,2025-08-13
28.81644049542278,Maninagar,2025-08-21
29.779660743134144,Maninagar,2025-08-29
28.17503144654092,Maninagar,2025-09-06
30.582427672956012,Maninagar,2025-09-14
32.98982389937111,Maninagar,2025-09-22
29.557216494845377,Maninagar,2025-09-30
30.78207547169816,Maninagar,2025-10-08
31.43968553459124,Maninagar,2025-10-16
32.09729559748432,Maninagar,2025-10-24
28.271081761006325,Maninagar,2025-11-01
27.63893081761009,Maninagar,2025-11-09
26.198402515723306,Maninagar,2025-11-17
26.714231274638653,Maninagar,2025-11-25
25.40338364779878,Maninagar,2025-12-03
25.461522012578648,Maninagar,2025-12-11
24.25787421383649,Maninagar,2025-12-19
23.91062893081764,Maninagar,2025-12-27
21.86101886792457,Maninagar,2026-01-01
24.306000000000022,Maninagar,2026-01-09
23.073823899371103,Maninagar,2026-01-17
22.55083018867928,Maninagar,2026-01-25
24.997949685534618,Maninagar,2026-02-02
27.81135849056608,Maninagar,2026-02-10
28.937446540880547,Maninagar,2026-02-18
31.400515723270487,Maninagar,2026-02-26
34.610729559748464,Maninagar,2026-03-06
26.903638676844817,Motera,2018-01-01
29.10335877862599,Motera,2018-01-09
30.01012722646313,Motera,2018-01-17
30.081603053435146,Motera,2018-01-25
30.712519083969475,Motera,2018-02-02
31.483307888040738,Motera,2018-02-10
34.78867684478373,Motera,2018-02-18
35.82363867684481,Motera,2018-02-26
37.91262086513998,Motera,2018-03-06
37.63697201017814,Motera,2018-03-14
40.1126463104326,Motera,2018-03-22
41.924223918575095,Motera,2018-03-30
40.42809160305346,Motera,2018-04-07
43.6361832061069,Motera,2018-04-15
43.38839694656491,Motera,2018-04-23
43.57776081424937,Motera,2018-05-01
44.32142493638679,Motera,2018-05-09
43.32842239185755,Motera,2018-05-17
42.97475826972014,Motera,2018-05-25
38.10402035623412,Motera,2018-06-02
34.55755725190841,Motera,2018-06-10
38.09603053435118,Motera,2018-06-18
37.33331311602472,Motera,2018-06-26
36.57059569769826,Motera,2018-07-04
35.80787827937179,Motera,2018-07-12
35.04516086104533,Motera,2018-07-20
34.28244344271887,Motera,2018-07-28
33.51972602439241,Motera,2018-08-05
32.75700860606595,Motera,2018-08-13
31.99429118773949,Motera,2018-08-21
31.37163711929349,Motera,2018-08-29
30.748983050847496,Motera,2018-09-06
35.41282442748094,Motera,2018-09-14
35.68254452926211,Motera,2018-09-22
37.14175572519086,Motera,2018-09-30
36.43821882951656,Motera,2018-10-08
37.638625954198496,Motera,2018-10-16
36.86918575063616,Motera,2018-10-24
35.54725190839697,Motera,2018-11-01
34.83335877862597,Motera,2018-11-09
34.536615776081454,Motera,2018-11-17
32.26366412213742,Motera,2018-11-25
30.326081424936422,Motera,2018-12-03
28.290330788804106,Motera,2018-12-11
28.32786259541988,Motera,2018-12-19
27.061475826972043,Motera,2018-12-27
27.979440203562376,Motera,2019-01-01
27.462951653944057,Motera,2019-01-09
29.13620865139951,Motera,2019-01-17
27.052366412213768,Motera,2019-01-25
27.44323155216287,Motera,2019-02-02
30.755165394402056,Motera,2019-02-10
34.754427480916064,Motera,2019-02-18
32.99045801526721,Motera,2019-02-26
35.57987277353692,Motera,2019-03-06
38.15022900763362,Motera,2019-03-14
41.65297709923665,Motera,2019-03-22
44.03966921119595,Motera,2019-03-30
44.88788804071249,Motera,2019-04-07
43.799312977099255,Motera,2019-04-15
45.71783715012725,Motera,2019-04-23
43.63745547073793,Motera,2019-05-01
41.60246819338426,Motera,2019-05-09
43.08229007633591,Motera,2019-05-17
43.95083969465652,Motera,2019-05-25
41.12748091603056,Motera,2019-06-02
39.098804071246846,Motera,2019-06-10
37.13651399491097,Motera,2019-06-18
36.256666666666696,Motera,2019-06-26
35.37681933842242,Motera,2019-07-04
34.49697201017815,Motera,2019-07-12
36.05694017094018,Motera,2019-07-20
32.97299122507123,Motera,2019-07-28
29.88904227920229,Motera,2019-08-05
26.805093333333343,Motera,2019-08-13
34.8197201017812,Motera,2019-08-21
34.652905852417334,Motera,2019-08-29
34.48609160305346,Motera,2019-09-06
34.31927735368959,Motera,2019-09-14
34.15246310432572,Motera,2019-09-22
33.98564885496185,Motera,2019-09-30
36.40674300254455,Motera,2019-10-08
33.94035623409672,Motera,2019-10-16
32.06549618320614,Motera,2019-10-24
32.50379134860055,Motera,2019-11-01
32.597709923664155,Motera,2019-11-09
32.186361323155225,Motera,2019-11-17
30.53333333333336,Motera,2019-11-25
28.7153435114504,Motera,2019-12-03
27.213180661577617,Motera,2019-12-11
27.96455470737917,Motera,2019-12-19
25.314834605597994,Motera,2019-12-27
26.106590330788848,Motera,2020-01-01
24.359872773536928,Motera,2020-01-09
26.644122137404604,Motera,2020-01-17
28.707022900763388,Motera,2020-01-25
28.3350890585242,Motera,2020-02-02
31.584732824427498,Motera,2020-02-10
33.39903307888043,Motera,2020-02-18
34.37279898218833,Motera,2020-02-26
34.11356234096696,Motera,2020-03-05
35.3133842239186,Motera,2020-03-13
37.61656488549622,Motera,2020-03-21
41.33300254452928,Motera,2020-03-29
42.12541984732828,Motera,2020-04-06
43.39409669211199,Motera,2020-04-14
44.55101781170486,Motera,2020-04-22
44.83012722646314,Motera,2020-04-30
44.35926208651401,Motera,2020-05-08
45.16628498727737,Motera,2020-05-16
44.22826972010181,Motera,2020-05-24
38.343180661577634,Motera,2020-06-01
35.34725333333335,Motera,2020-06-09
36.93122137404582,Motera,2020-06-17
39.61503816793895,Motera,2020-06-25
32.34040712468198,Motera,2020-07-03
32.30649606299215,Motera,2020-07-11
32.34223857862885,Motera,2020-07-19
32.37798109426556,Motera,2020-07-27
32.41372360990226,Motera,2020-08-04
32.44946612553896,Motera,2020-08-12
32.48520864117566,Motera,2020-08-20
32.520951156812366,Motera,2020-08-28
34.21231552162853,Motera,2020-09-05
33.8482569974555,Motera,2020-09-13
33.48419847328247,Motera,2020-09-21
35.12134860050894,Motera,2020-09-29
36.805877862595445,Motera,2020-10-07
37.38437659033081,Motera,2020-10-15
37.13427480916033,Motera,2020-10-23
34.1632569974555,Motera,2020-10-31
32.38832061068706,Motera,2020-11-08
32.522926208651434,Motera,2020-11-16
31.415979643765944,Motera,2020-11-24
32.09697201017814,Motera,2020-12-02
28.49503816793896,Motera,2020-12-10
27.36226463104329,Motera,2020-12-18
26.240712468193426,Motera,2020-12-26
26.529338422391884,Motera,2021-01-01
28.055725190839723,Motera,2021-01-09
29.09720101781172,Motera,2021-01-17
27.42656488549622,Motera,2021-01-25
29.59455470737916,Motera,2021-02-02
31.4338676844784,Motera,2021-02-10
34.619465648854984,Motera,2021-02-18
37.22760814249367,Motera,2021-02-26
38.37501272264633,Motera,2021-03-06
37.11961832061069,Motera,2021-03-14
40.74923664122139,Motera,2021-03-22
41.41854961832063,Motera,2021-03-30
42.85933842239189,Motera,2021-04-07
43.66816793893133,Motera,2021-04-15
42.62804071246824,Motera,2021-04-23
44.15343511450384,Motera,2021-05-01
43.00147582697203,Motera,2021-05-09
34.12972010178118,Motera,2021-05-17
36.92048346055984,Motera,2021-05-25
34.49750636132319,Motera,2021-06-02
35.27605597964378,Motera,2021-06-10
34.68750391050179,Motera,2021-06-18
