NDVI,area,date
0.1935163159500236,Motera,2019-03-19
0.1923493598176595,Motera,2019-03-19
0.1782063808777803,Motera,2019-03-24
0.1802563367791422,Motera,2019-03-24
0.185148023318926,Motera,2019-03-29
0.1853887679064231,Motera,2019-03-29
0.1822593247058957,Motera,2019-04-03
0.1800400612265154,Motera,2019-04-03
0.1856407882020751,Motera,2019-04-08
0.186370798208193,Motera,2019-04-08
0.1840585619535237,Motera,2019-04-13
0.1848666818693939,Motera,2019-04-13
0.2171697629804788,Motera,2019-04-18
0.2176752181071599,Motera,2019-04-18
0.1922786702878415,Motera,2019-04-23
0.189788642093859,Motera,2019-04-23
0.1986796860743846,Motera,2019-04-28
0.19819158635633,Motera,2019-04-28
0.1783554697013684,Motera,2019-05-03
0.1793417608547063,Motera,2019-05-03
0.1922447383946667,Motera,2019-05-08
0.1928479299116086,Motera,2019-05-08
0.1896264166435618,Motera,2019-05-13
0.1902468105599845,Motera,2019-05-13
0.1864557261895726,Motera,2019-05-18
0.1864158023237375,Motera,2019-05-18
0.1650515605884546,Motera,2019-05-23
0.1648997464385646,Motera,2019-05-23
0.1832350370927175,Motera,2019-05-28
0.1844320642603193,Motera,2019-05-28
0.165696397943446,Motera,2019-10-05
0.1460254412883401,Motera,2019-10-05
0.3001480468902082,Motera,2019-10-10
0.297911324360027,Motera,2019-10-10
0.2919230279969932,Motera,2019-10-15
0.2893732837903001,Motera,2019-10-15
0.2970959645334195,Motera,2019-10-20
0.30481864527653896,Motera,2019-10-20
0.3125413260196584,Motera,2019-10-30
0.3095722034869735,Motera,2019-10-30
0.2688950838512646,Motera,2019-11-09
0.2679830782927815,Motera,2019-11-09
0.2849884285346776,Motera,2019-11-14
0.2806119382141154,Motera,2019-11-14
0.2497288765719474,Motera,2019-11-19
0.2509598846391208,Motera,2019-11-19
0.2220683638649453,Motera,2019-11-24
0.2221942356420793,Motera,2019-11-24
0.1886447858697481,Motera,2019-11-29
0.1879460301720736,Motera,2019-11-29
0.2045389536202201,Motera,2019-12-09
0.2044129143357092,Motera,2019-12-09
0.2392935516569522,Motera,2019-12-14
0.2352257587935214,Motera,2019-12-14
0.2265337760512657,Motera,2019-12-19
0.2300238712758796,Motera,2019-12-19
0.1899836659608742,Motera,2019-12-19
0.1868425218794147,Motera,2019-12-19
0.172143523710129,Motera,2019-12-24
0.1717137769216281,Motera,2019-12-24
0.1340306741287186,Motera,2020-01-08
0.1310744595695446,Motera,2020-01-08
0.2213745869959355,Motera,2020-01-18
0.2195895391862847,Motera,2020-01-18
0.2119293325943668,Motera,2020-01-23
0.2114159345523359,Motera,2020-01-23
0.1674152510475664,Motera,2020-02-02
0.1653030325326376,Motera,2020-02-02
0.2054836178066601,Motera,2020-02-07
0.2049367940274708,Motera,2020-02-07
0.2005076375614082,Motera,2020-02-12
0.1984552225483577,Motera,2020-02-12
0.2011018070025395,Motera,2020-02-17
0.2002979708789457,Motera,2020-02-17
0.1924360853104585,Motera,2020-02-22
0.1920506339656969,Motera,2020-02-22
0.1866071511130484,Motera,2020-02-27
0.1860843078673372,Motera,2020-02-27
0.1822858973362671,Motera,2020-03-03
0.1840190962397904,Motera,2020-03-03
0.2091343769147633,Motera,2020-03-08
0.2089229646380053,Motera,2020-03-08
0.2012654592335615,Motera,2020-03-18
0.2039421903170457,Motera,2020-03-18
0.1305397418972446,Motera,2020-03-23
0.2173902728927252,Motera,2020-03-28
0.208960179557787,Motera,2020-03-28
0.2096443235353582,Motera,2020-04-02
0.2097610354900842,Motera,2020-04-02
0.2100597988881561,Motera,2020-04-07
0.2103865441020634,Motera,2020-04-07
0.2141608487109579,Motera,2020-04-12
0.2148395431518706,Motera,2020-04-12
0.1937338106958905,Motera,2020-04-17
0.1931066065786732,Motera,2020-04-17
0.1841972669487276,Motera,2020-04-22
0.1839601045381397,Motera,2020-04-22
0.1789178240276951,Motera,2020-04-27
0.1777248674455274,Motera,2020-04-27
0.2051386958750531,Motera,2020-05-02
0.205180454823226,Motera,2020-05-02
0.1850290107520602,Motera,2020-05-07
0.1957761012551168,Motera,2020-05-07
0.17466432605519,Motera,2020-05-12
0.1741773811230411,Motera,2020-05-12
0.1935278193283487,Motera,2020-05-22
0.1932952790994125,Motera,2020-05-22
0.1784615598592231,Motera,2020-05-27
0.1779721061157615,Motera,2020-05-27
0.1226585480756511,Motera,2020-10-04
0.1243270251280873,Motera,2020-10-04
0.3025569659309097,Motera,2020-10-09
0.3021861328370589,Motera,2020-10-09
