area,no2_mean,no2_min,no2_max,no2_std,no2_count,date
Isanpur,9.984270322885142e-05,7.019726895817328e-05,0.0001369241824865,1.9077929011615446e-05,49,2023-07-01
Isanpur,8.12729735962311e-05,5.980320792508961e-05,0.0001122599078205,1.4278306179272492e-05,51,2023-08-01
Isanpur,0.00012508154869011947,7.76470657400542e-05,0.0002484980411614,3.854049605637245e-05,47,2023-09-01
Isanpur,0.000188534911449806,0.0001100522012735,0.0004080725182536,6.716226843612918e-05,50,2023-10-01
Isanpur,0.00014702778421798296,8.432933602262942e-05,0.000517416998465,7.204011709398319e-05,48,2023-11-01
Isanpur,0.00015014100318206527,8.387560410152482e-05,0.0002763665843972,5.5027601344127766e-05,52,2023-12-01
Isanpur,0.000170592577299441,8.969154441729772e-05,0.0003363717898844,5.845285396072689e-05,51,2024-01-01
Isanpur,0.00015380673267465213,6.759611810312107e-05,0.000280800023261,5.2146404237430366e-05,51,2024-02-01
Isanpur,0.00017279053850192917,0.0001064350012066,0.0003676425800714,5.714500079586881e-05,48,2024-03-01
Isanpur,0.0001418387923158553,8.829498204969194e-05,0.0002157153313545,3.5018483147536535e-05,46,2024-04-01
Isanpur,0.00013808110802098682,7.42780722531008e-05,0.0002411393341266,3.369651984489599e-05,53,2024-05-01
Isanpur,0.0001132663009580807,5.886080822872599e-05,0.0001745776063479,2.6185978842704293e-05,51,2024-06-01
Isanpur,8.905046899514254e-05,4.868863834415727e-05,0.0001421814944647,2.23279855472352e-05,47,2024-07-01
Isanpur,8.198101803441194e-05,5.102261419031736e-05,0.0001367296717743,2.1302371295562042e-05,53,2024-08-01
Isanpur,9.983796467075858e-05,4.569819694524632e-05,0.0001595636249104,2.8113993458015475e-05,50,2024-09-01
Isanpur,0.00015316202606305214,7.082307774690895e-05,0.0004852402940824,6.212466824106055e-05,52,2024-10-01
Isanpur,0.0001527302290615812,9.703133204129812e-05,0.0002522997836453,3.387653474008177e-05,46,2024-11-01
Isanpur,0.00015802688261288888,9.54161117492558e-05,0.0002923659095181,5.007230083318448e-05,49,2024-12-01
Isanpur,0.00016542418269061828,7.952551479817422e-05,0.0003710253255198,6.239739769792965e-05,50,2025-01-01
Isanpur,0.00016427322154641152,0.0001025371997207,0.0002838546503361,4.141278255871914e-05,52,2025-02-01
Isanpur,0.00017239346019281063,9.562317427480124e-05,0.0003069042893042,4.539050263847921e-05,68,2025-03-01
Isanpur,0.00014857604972973908,0.0001009947181193,0.0002330997522268,3.060180092599086e-05,87,2025-04-01
Isanpur,0.0001408937340786669,9.725118443503232e-05,0.0001972459867829,2.226882502239947e-05,79,2025-05-01
Isanpur,0.00010827152710131963,5.805901159629111e-05,0.000193513696966,2.8590715476412927e-05,59,2025-06-01
Isanpur,8.607182120527445e-05,6.408486094126554e-05,0.0001372166857394,1.3883508799182132e-05,54,2025-07-01
Isanpur,8.861610135440094e-05,5.944351900252883e-05,0.0001249079941771,1.7237859275715487e-05,53,2025-08-01
Isanpur,0.00010965622565146368,5.602753073368663e-05,0.0001671709441935,2.7227824812666187e-05,63,2025-09-01
Isanpur,0.00011334524421456247,6.165663216962635e-05,0.0002403334510746,4.346344251591525e-05,57,2025-10-01
Isanpur,0.00014068804103276007,7.821170797556851e-05,0.000305114664655,4.2344473149207646e-05,47,2025-11-01
Isanpur,0.00016051567373024706,0.0001000266938084,0.000329018911646,4.383237890487129e-05,51,2025-12-01
Isanpur,0.00014438359706678454,9.514930904662066e-05,0.000252003669571,3.892208879341673e-05,50,2026-01-01
Isanpur,0.00016580446095356034,7.095957262650541e-05,0.0003073706497985,6.0667647154176256e-05,48,2026-02-01
Isanpur,0.00017018630519971144,0.0001097052328555,0.0002764080700272,3.734007854866229e-05,35,2026-03-01
Juhapura,0.00010711738336220973,6.798081834394833e-05,0.0002162741110183,3.204668303082029e-05,36,2018-07-01
Juhapura,9.086060751005186e-05,5.610699736280367e-05,0.0002669904497452,3.759561160616929e-05,40,2018-08-01
Juhapura,9.950999628397715e-05,5.85318690277508e-05,0.000191551313037,2.9723391204710837e-05,45,2018-09-01
Juhapura,0.0001661919802615823,9.039148830678429e-05,0.0002737809377488,4.623104728333572e-05,46,2018-10-01
Juhapura,0.00017810264169061554,0.0001176306662198,0.0002785767137538,3.146455616634826e-05,45,2018-11-01
Juhapura,0.00018218259299836802,0.0001015017324812,0.0003274742789812,4.377902253833964e-05,50,2018-12-01
Juhapura,0.00018069102833431525,9.538437734590845e-05,0.0003691058364818,5.572647038248434e-05,53,2019-01-01
Juhapura,0.00014498727378057976,7.451069689267779e-05,0.0002443098556593,4.5266073965370704e-05,44,2019-02-01
Juhapura,0.0001430674855574904,8.252371970006905e-05,0.0003395629755686,4.9859073933270284e-05,50,2019-03-01
Juhapura,0.00012406407354212143,9.078265331963088e-05,0.0002020512487486,2.492468226244868e-05,54,2019-04-01
Juhapura,0.00010770370039799139,7.190951974793126e-05,0.0001442220505243,1.3973713462426291e-05,54,2019-05-01
Juhapura,0.0001036542643466938,7.472329696801097e-05,0.0001389899062382,1.2764427913564503e-05,48,2019-06-01
Juhapura,0.00010176689033710892,5.908573938333711e-05,0.0002023618209668,2.8034482095124024e-05,46,2019-07-01
Juhapura,8.73885130618159e-05,5.0695333743943446e-05,0.0001413213824457,1.92192877471987e-05,54,2019-08-01
Juhapura,9.277681110593092e-05,6.36852662578929e-05,0.0001593097695149,1.964142831593026e-05,53,2019-09-01
Juhapura,0.0001377619065446276,6.705990888788846e-05,0.0002232749352025,4.1242391609779167e-05,54,2019-10-01
Juhapura,0.00014848748336207927,9.140768100337508e-05,0.0002404172264505,4.024608264489821e-05,46,2019-11-01
Juhapura,0.00013789141603197112,8.605476189036918e-05,0.0001996180526162,3.003732239930351e-05,49,2019-12-01
Juhapura,0.00013930327282343452,5.228294612377997e-05,0.0002445067988472,4.165520450252015e-05,49,2020-01-01
Juhapura,0.0001475438676786265,8.27124849948083e-05,0.0002604627347742,3.964613215278252e-05,45,2020-02-01
Juhapura,0.00012428298629153995,6.846682749625102e-05,0.0003861097177065,6.424986832887885e-05,47,2020-03-01
Juhapura,8.109515331714202e-05,6.172990552360753e-05,0.0001051647226386,9.67662975347212e-06,49,2020-04-01
Juhapura,7.963852157122428e-05,6.54876473954502e-05,9.473799582337311e-05,6.486208830233199e-06,52,2020-05-01
Juhapura,9.9324919489438e-05,7.356366404565058e-05,0.0001577962743923,1.9786208210896068e-05,51,2020-06-01
Juhapura,8.227572371082955e-05,4.748366700368522e-05,0.0001349752419628,1.5494356960751215e-05,44,2020-07-01
Juhapura,7.5308614028374e-05,5.0384333753438254e-05,0.0001132546941745,1.4607240036983672e-05,53,2020-08-01
Juhapura,9.049951476381158e-05,5.9221536503168254e-05,0.0001661807934812,2.251886148697619e-05,49,2020-09-01
Juhapura,0.0001301302324315243,7.57939930557578e-05,0.0002218287892909,4.304659334891484e-05,53,2020-10-01
Juhapura,0.0001361299060378956,7.672769840012137e-05,0.0003002080809595,4.346852053363958e-05,50,2020-11-01
Juhapura,0.00019031647416675745,0.0001164420173154,0.0004233983600834,6.46053336382765e-05,47,2020-12-01
Juhapura,0.00021121511042485508,0.0001197202684705,0.0003572165442056,5.751223628657495e-05,49,2021-01-01
Juhapura,0.0001853602620631239,0.0001062446114659,0.000388428455941,6.706623978223592e-05,46,2021-02-01
Juhapura,0.0001867495445656026,9.783850284392962e-05,0.0005807872686897,9.071174373218918e-05,50,2021-03-01
Juhapura,0.0001321208545252099,7.801617143817044e-05,0.0002855339327242,4.657974713841798e-05,53,2021-04-01
Juhapura,0.00010658591075410567,7.02826190611765e-05,0.0001935374608475,2.152882997345219e-05,54,2021-05-01
Juhapura,9.82419501886575e-05,5.439157583541081e-05,0.0001509768114776,1.560121564221345e-05,49,2021-06-01
Juhapura,0.00010073145896348475,6.703771868958522e-05,0.0001488691538623,2.0898933460431106e-05,54,2021-07-01
Juhapura,9.321423741868869e-05,6.476268940336578e-05,0.0001305966288782,1.3278947414626725e-05,49,2021-08-01
Juhapura,9.764160109184265e-05,6.879110258598142e-05,0.0001463563944243,1.8855191757315262e-05,47,2021-09-01
Juhapura,0.00014292565601262822,7.704312114626847e-05,0.0002550904650592,4.414354939283647e-05,52,2021-10-01
Juhapura,0.0001623005416341916,8.952801659516578e-05,0.0002891845850803,4.112156025719722e-05,54,2021-11-01
Juhapura,0.00014667980614075846,6.871824864857894e-05,0.0002648698770548,3.9537007505277925e-05,52,2021-12-01
Juhapura,0.00016756763114708412,7.830464892320239e-05,0.0002927468127132,4.8150961721610224e-05,49,2022-01-01
Juhapura,0.00016196796249497698,9.903566331886452e-05,0.0003735822701295,5.797380285900631e-05,45,2022-02-01
Juhapura,0.0001398761873517067,7.38623566576494e-05,0.0002829207621894,5.089332415192676e-05,51,2022-03-01
Juhapura,0.00011204388244399418,8.975398396741579e-05,0.000153249129917,1.5275461892930023e-05,49,2022-04-01
Juhapura,9.136208472412168e-05,5.975192470940742e-05,0.00011580722319,1.1629446560090694e-05,51,2022-05-01
Juhapura,0.00010697991597799501,8.35054513946879e-05,0.0001599865013038,1.8605226612811214e-05,48,2022-06-01
Juhapura,8.641158148308283e-05,2.527373459332805e-05,0.0001487377463204,2.614913461895098e-05,50,2022-07-01
Juhapura,8.147109364816598e-05,5.605253609607069e-05,0.0001406120105309,2.0837929579410877e-05,51,2022-08-01
Juhapura,9.929715188315397e-05,6.616072013418569e-05,0.0001603727739362,2.412912984587301e-05,51,2022-09-01
Juhapura,0.00015875323366248184,7.808729807855191e-05,0.0003463801224202,5.563461782377307e-05,51,2022-10-01
Juhapura,0.00020378678181106523,0.0001260017042161,0.0003895247307349,5.078008451721969e-05,46,2022-11-01
Juhapura,0.00017387112554053766,0.0001135332636249,0.0003830218578114,4.191551788478771e-05,77,2022-12-01
Juhapura,0.00016816154219346236,0.0001002107006512,0.0003589468621989,4.3647650830941844e-05,170,2023-01-01
Juhapura,0.00019152848438901127,0.0001034291229953,0.0003655046620462,5.120325646871537e-05,213,2023-02-01
Juhapura,0.0001533071366445473,6.912021079018029e-05,0.0002804677626371,4.33217739086883e-05,120,2023-03-01
Juhapura,0.00012625466041033917,6.566952652066215e-05,0.0002448719928418,2.9609372260983673e-05,49,2023-04-01
Juhapura,0.00011716445865350899,7.620075496068424e-05,0.000248643049226,3.2572558759286e-05,51,2023-05-01
Juhapura,0.00010204227116021235,6.215261417699638e-05,0.0001372593410153,2.020691271135477e-05,49,2023-06-01
Juhapura,9.173705483182527e-05,6.861840979420303e-05,0.0001473498458546,1.7572826846830466e-05,49,2023-07-01
Juhapura,7.585305493967916e-05,5.9127745426671776e-05,0.000100669247331,1.0492149224924208e-05,51,2023-08-01
Juhapura,0.00010680601028625468,7.35728463041311e-05,0.000190100792679,2.4700147864544408e-05,47,2023-09-01
Juhapura,0.00016464614888085912,8.706634078530152e-05,0.0003367149812906,6.998952888943641e-05,49,2023-10-01
Juhapura,0.00016430959934435002,0.0001072572287095,0.000353132150006,5.4493937280799314e-05,48,2023-11-01
Juhapura,0.000141307739897859,8.382760484757254e-05,0.0002382873302831,4.162838212150836e-05,52,2023-12-01
Juhapura,0.00016093266002317448,0.0001040548477512,0.0003552199403806,5.361918805785562e-05,51,2024-01-01
Juhapura,0.0001441853907725945,5.6558324930206144e-05,0.0002605811002155,5.019505056752009e-05,50,2024-02-01
Juhapura,0.00013636602113917953,7.989740088038197e-05,0.0002525522288567,4.3935634068574134e-05,49,2024-03-01
Juhapura,0.000118072852226274,7.617563886877559e-05,0.000216420655754,4.0586111484294616e-05,46,2024-04-01
Juhapura,0.00011325330731779366,8.110018730086994e-05,0.0001628056926654,2.0522956765375386e-05,53,2024-05-01
Juhapura,0.00010404086293705963,6.347481394185548e-05,0.0001416281012116,1.75550394462026e-05,51,2024-06-01
Juhapura,8.842239891671866e-05,5.531029713490876e-05,0.0001445288212739,1.9492906318005978e-05,47,2024-07-01
Juhapura,7.439748854442612e-05,5.462919045550019e-05,0.0001032242796519,1.0621767347834912e-05,53,2024-08-01
Juhapura,8.391629531465772e-05,4.902392770965615e-05,0.0001176772271896,1.6132747602515607e-05,50,2024-09-01
Juhapura,0.00016000521155941756,3.7952565644342805e-05,0.0003137639746669,5.734974466882244e-05,52,2024-10-01
Juhapura,0.00016981121151074137,9.27722228662933e-05,0.0002519551781006,3.4335270075012615e-05,46,2024-11-01
Juhapura,0.00014288224474075993,7.159225060604678e-05,0.00018062806339,2.3901302817801552e-05,49,2024-12-01
Juhapura,0.00015015898349130888,7.672313123342578e-05,0.0003033689610809,4.771311441769669e-05,51,2025-01-01
Juhapura,0.00014156066310318143,9.134673848713957e-05,0.0002144462322038,3.5166374097232306e-05,51,2025-02-01
Juhapura,0.00014939903673557287,8.641913689084659e-05,0.0002682182134853,5.2338565900177446e-05,68,2025-03-01
Juhapura,0.00011413405435157964,7.515081961174791e-05,0.0002448097570501,2.7196200554199233e-05,87,2025-04-01
Juhapura,0.0001175270377226613,7.526649033033473e-05,0.0001500287170817,1.5154697662698052e-05,80,2025-05-01
Juhapura,9.783667153643651e-05,6.471867968067761e-05,0.000142046417546,1.8861945927254777e-05,59,2025-06-01
Juhapura,8.191795579268361e-05,6.226026744116511e-05,0.000103608933342,9.874564362644036e-06,54,2025-07-01
Juhapura,8.200255018470112e-05,5.996543779698116e-05,0.000118920837613,1.5004001621547708e-05,53,2025-08-01
Juhapura,9.058345530863565e-05,5.94010635551668e-05,0.0001452918513677,1.6221997162575313e-05,63,2025-09-01
Juhapura,0.00011236587698563964,5.527736474163728e-05,0.0002959447265684,4.656883055354676e-05,57,2025-10-01
Juhapura,0.00015539253037540033,7.890531560405429e-05,0.0003307128115943,5.020100598418931e-05,47,2025-11-01
Juhapura,0.00018489562997571,0.0001114466117913,0.0003976201807686,5.350704346224947e-05,50,2025-12-01
Juhapura,0.00013738209088797252,7.76320509775718e-05,0.0002307724207639,3.260175046544831e-05,51,2026-01-01
Juhapura,0.00014123204400722175,7.348254594694714e-05,0.0002366959414648,3.891478894367061e-05,48,2026-02-01
Juhapura,0.00011915921431602569,8.514302185596609e-05,0.0002207514844467,3.115832882107873e-05,35,2026-03-01
Maninagar,0.0001144140235696097,6.161247389550611e-05,0.0002071332988335,4.171630863289264e-05,36,2018-07-01
Maninagar,9.629874123485262e-05,5.982110493635947e-05,0.000240945330006,3.3681904070324624e-05,39,2018-08-01
Maninagar,0.00012903844846626474,6.329101597657427e-05,0.0002874418817909,5.782714891348435e-05,45,2018-09-01
Maninagar,0.00019101970699371087,0.0001010496181863,0.0003612999809601,5.567212426407089e-05,46,2018-10-01
Maninagar,0.0001592322809977814,8.456153591396287e-05,0.0002756570174824,4.1893609839452497e-05,45,2018-11-01
Maninagar,0.000177528552732124,0.0001025971068884,0.0003783288237553,5.0216899113065794e-05,50,2018-12-01
Maninagar,0.00018249697607853395,0.0001069330556623,0.0003669042275929,7.005226612558838e-05,53,2019-01-01
Maninagar,0.00016132500050392788,4.0328846617904265e-05,0.0002691252372186,4.099544230995505e-05,44,2019-02-01
Maninagar,0.000174139776301362,0.0001083979491511,0.0002901135785784,4.314137550497909e-05,50,2019-03-01
Maninagar,0.00016634984433485186,0.0001083994733082,0.0002588680160733,3.1252966482636494e-05,54,2019-04-01
Maninagar,0.00013209657023069792,7.172654815097207e-05,0.0001821127943487,2.025713414956251e-05,54,2019-05-01
Maninagar,0.00011863004471063264,7.085865662299247e-05,0.0001659268456806,2.196454210036376e-05,47,2019-06-01
Maninagar,0.00010758593392586813,5.993225061799145e-05,0.0001760649611242,2.8899199995365753e-05,46,2019-07-01
Maninagar,9.491066329529737e-05,4.3711861508199945e-05,0.0001409946676815,2.088510281628616e-05,54,2019-08-01
Maninagar,9.993827822470913e-05,6.75832197885029e-05,0.0001682007168467,2.1602785887754454e-05,53,2019-09-01
Maninagar,0.00011434897056650946,4.4814230932388455e-05,0.0002095339767393,3.415757697027207e-05,54,2019-10-01
Maninagar,0.00013600823672194772,6.532655151288215e-05,0.0003321529659472,4.823822221722764e-05,46,2019-11-01
Maninagar,0.0001306075948016843,7.653374637275912e-05,0.0002203039714092,3.834300012383947e-05,48,2019-12-01
Maninagar,0.0001418671704290696,7.25267239996629e-05,0.0002898776347252,3.802526954391618e-05,49,2020-01-01
Maninagar,0.00016235023736995002,7.839014490563139e-05,0.0002599304913107,4.9181232896564524e-05,46,2020-02-01
Maninagar,0.00012774823615757438,6.605731745794835e-05,0.0002732103004556,4.499479990482726e-05,46,2020-03-01
Maninagar,8.34716000277042e-05,5.438663295588483e-05,9.838572945740572e-05,9.39974135776585e-06,49,2020-04-01
Maninagar,8.807944565450777e-05,7.044995464621859e-05,0.0001136912635533,9.497840079895819e-06,52,2020-05-01
Maninagar,0.00010911788622266476,7.81199851189585e-05,0.0001800858702843,2.3196748703915014e-05,51,2020-06-01
Maninagar,9.312293560401773e-05,3.000606143568025e-05,0.0001348329195605,2.2193409018281978e-05,44,2020-07-01
Maninagar,8.065066263136309e-05,5.122133095388597e-05,0.0001155742647941,1.5282794128692124e-05,52,2020-08-01
Maninagar,0.00011257972995491647,6.401915556728285e-05,0.000201538661732,2.7626415737908098e-05,49,2020-09-01
Maninagar,0.00014760884667906418,8.973781234744789e-05,0.0002599728862889,3.746402614073665e-05,53,2020-10-01
Maninagar,0.00013356372943423687,6.79925979664072e-05,0.0002762880826815,3.645381651171477e-05,50,2020-11-01
Maninagar,0.0001825938551039032,9.822081971085049e-05,0.0003893280809278,5.637710190739336e-05,47,2020-12-01
Maninagar,0.00023620008466517143,0.0001315875405611,0.0006984476349316,0.00011313234837193864,49,2021-01-01
Maninagar,0.00021250957840144346,0.000108228885429,0.0004015735529263,6.536676197070123e-05,46,2021-02-01
Maninagar,0.000244389500808774,0.0001130261794477,0.000484896462993,8.634299763337167e-05,50,2021-03-01
Maninagar,0.00018515560656962452,0.0001126700617012,0.0003447346131681,5.642976443940376e-05,53,2021-04-01
Maninagar,0.00012601628576608214,5.890741807187775e-05,0.0002368059622197,2.9951943170301373e-05,54,2021-05-01
Maninagar,0.00011505000972935625,7.440841103343496e-05,0.0001591840100081,1.68022618734354e-05,49,2021-06-01
Maninagar,0.00010408752796601662,5.631112867676945e-05,0.0001628739363278,2.4417943372012523e-05,54,2021-07-01
Maninagar,0.00010290579775266459,6.924542416372669e-05,0.0001622143879976,2.6427098796539187e-05,50,2021-08-01
Maninagar,0.00010714861079819372,6.0258804823617125e-05,0.0002705632650759,3.738248025468809e-05,47,2021-09-01
Maninagar,0.0001560593888641384,9.05997202264975e-05,0.0003112757112831,3.8354336447756576e-05,52,2021-10-01
Maninagar,0.0001437245160183279,8.955555350190553e-05,0.000295236978858,3.56476617423908e-05,54,2021-11-01
Maninagar,0.00015720732469968332,4.938704756900468e-05,0.0006830946269968,9.144404283243796e-05,51,2021-12-01
Maninagar,0.00017669113753197664,8.645092741760902e-05,0.0005593798054783,8.733790418236205e-05,49,2022-01-01
Maninagar,0.0002080327670355935,0.0001022174775589,0.0003904545791784,6.522110147188525e-05,46,2022-02-01
Maninagar,0.00017654054522407508,8.737738557062923e-05,0.0003212242609419,5.335488263871178e-05,51,2022-03-01
Maninagar,0.00015468312238244082,0.0001055718457791,0.0002543037990108,3.548967343136932e-05,49,2022-04-01
Maninagar,0.000119228589988547,7.42576232157931e-05,0.0002056065788418,2.489799219122331e-05,51,2022-05-01
Maninagar,0.00011660842949117974,7.410036778311767e-05,0.0002377667814452,2.9159140102339482e-05,49,2022-06-01
Maninagar,8.860033693506779e-05,4.543888294759599e-05,0.0001295312901285,2.1219198043420586e-05,50,2022-07-01
Maninagar,9.519103726979529e-05,5.273048317194019e-05,0.0002171053603099,3.5551155954768894e-05,52,2022-08-01
Maninagar,0.0001122775117701251,8.027755112775071e-05,0.0001552255707793,2.0258463457647234e-05,50,2022-09-01
Maninagar,0.0001469820707372091,8.92925309017515e-05,0.0002203644178804,2.9825304506980107e-05,50,2022-10-01
Maninagar,0.00021089514145376171,0.0001185321870704,0.0003816781230441,6.44046060209863e-05,47,2022-11-01
Maninagar,0.00017374449112255688,8.118743935012069e-05,0.0004738675929028,6.893515535753421e-05,78,2022-12-01
Maninagar,0.00018528073389091336,9.956676754067014e-05,0.0003558062417602,6.474438385093711e-05,170,2023-01-01
Maninagar,0.00022808694489705327,0.0001326883759921,0.0004382464424989,8.084267822310413e-05,214,2023-02-01
Maninagar,0.0001750616136164044,9.557695739202496e-05,0.0003023641289787,4.598540203918952e-05,120,2023-03-01
Maninagar,0.00015926619228175752,7.125082456356933e-05,0.00028707570292,4.311635446768661e-05,50,2023-04-01
Maninagar,0.00014638845510223477,8.807603444438364e-05,0.0003089709618567,4.0646023898430046e-05,51,2023-05-01
Maninagar,0.00011297880852826074,6.86991946759366e-05,0.0001779061621365,2.6552019240502362e-05,49,2023-06-01
Maninagar,0.00010136141677697003,7.003224163781763e-05,0.0001430181873729,1.9633610759528845e-05,49,2023-07-01
Maninagar,8.216515521686235e-05,5.909506981422199e-05,0.0001184019783977,1.4531684279247587e-05,51,2023-08-01
Maninagar,0.00013273490471642224,7.995031046448973e-05,0.0002610174879933,4.157020141524128e-05,47,2023-09-01
Maninagar,0.0001963862566285796,0.000116503091379,0.0004276536660116,6.921855722141856e-05,49,2023-10-01
Maninagar,0.00015049892820824206,8.926295413410654e-05,0.000771307254462,0.00010168986125634803,48,2023-11-01
Maninagar,0.00014386567293498732,8.367071542032476e-05,0.0002534280396107,5.114778756464797e-05,52,2023-12-01
Maninagar,0.00017171425333618843,8.616645450558057e-05,0.0003571337676089,6.199101712171742e-05,51,2024-01-01
Maninagar,0.00015465798489651517,6.927199656840078e-05,0.0002587482456198,4.733237718986502e-05,51,2024-02-01
Maninagar,0.00017192049889907501,0.0001119191599691,0.0003409876500853,5.5006040883206856e-05,48,2024-03-01
Maninagar,0.00014165517120409297,7.608043860713494e-05,0.000210856564787,3.404811876979427e-05,46,2024-04-01
Maninagar,0.0001410808212405863,7.370099817467378e-05,0.0002498636537288,3.355444710366051e-05,53,2024-05-01
Maninagar,0.0001186483627624961,5.9636766102739335e-05,0.000176505651325,2.7099446667514488e-05,51,2024-06-01
Maninagar,9.38466061980073e-05,4.9726853705826576e-05,0.0001553305399301,2.4877474278363035e-05,47,2024-07-01
Maninagar,8.309613653080789e-05,5.853438295258587e-05,0.0001494860901133,2.1588330867921393e-05,53,2024-08-01
Maninagar,0.00010134412729324264,4.3252322709987895e-05,0.0001579304202913,2.874473624627607e-05,50,2024-09-01
Maninagar,0.00015853730493013346,6.732268957421873e-05,0.000497360189911,6.19266553908835e-05,52,2024-10-01
Maninagar,0.00015401996246792066,9.839541598922828e-05,0.0002900578456939,3.789330634067503e-05,46,2024-11-01
Maninagar,0.0001548860924443014,9.2077024336886e-05,0.0002708014618512,4.772661637057423e-05,49,2024-12-01
Maninagar,0.0001663798218453947,8.063694436895976e-05,0.0003803487052209,6.45197666593496e-05,50,2025-01-01
Maninagar,0.00016287490844534602,9.614342707209334e-05,0.0002461774629249,3.6305521311896116e-05,52,2025-02-01
Maninagar,0.00017285935442232927,9.562867475824944e-05,0.0003082716721109,4.5976324012575866e-05,68,2025-03-01
Maninagar,0.00014906458188464596,9.88454796948978e-05,0.0002718681644182,3.598251544755866e-05,87,2025-04-01
Maninagar,0.00014281360623748102,0.0001036977428398,0.0001980895087663,2.1003896010522764e-05,79,2025-05-01
Maninagar,0.00010925038847561603,5.864409092224759e-05,0.0001899661771114,2.8279990957304632e-05,59,2025-06-01
Maninagar,8.849073613199392e-05,5.947522984875352e-05,0.000147049607322,1.5593409499847414e-05,54,2025-07-01
Maninagar,9.025171094162469e-05,6.002282941893155e-05,0.0001323892917722,1.7005265155105254e-05,53,2025-08-01
Maninagar,0.0001122015921596155,5.043970178633836e-05,0.0001751544416202,2.8399953205488286e-05,63,2025-09-01
Maninagar,0.00011327907560830363,6.165663216961721e-05,0.000234047699257,4.266586092576908e-05,57,2025-10-01
Maninagar,0.00013674643107557,8.167229895944554e-05,0.000281595107191,3.6893491576326825e-05,47,2025-11-01
Maninagar,0.0001617338793284804,0.0001030677499213,0.0003961149686182,5.519177541814247e-05,51,2025-12-01
Maninagar,0.00014211252430896583,8.512381078941977e-05,0.0002519967819696,3.6053633401587346e-05,50,2026-01-01
Maninagar,0.00016991935045348737,7.630771270060605e-05,0.0003112888090234,6.222355161431052e-05,48,2026-02-01
Maninagar,0.00016492294919906572,0.0001103710019378,0.0002693580754566,3.44206874052994e-05,35,2026-03-01
Motera,0.00012562063139590258,6.521269932665262e-05,0.0002172384120058,5.284780600121397e-05,36,2018-07-01
Motera,9.668008447677455e-05,6.990256224526092e-05,0.0002460271384546,3.433664211060012e-05,40,2018-08-01
Motera,0.00010621428953270919,6.67581479951589e-05,0.0001836381343745,2.8750276823594566e-05,45,2018-09-01
Motera,0.00016557358664368184,8.581135155816537e-05,0.0004397993132257,7.434608150970337e-05,46,2018-10-01
Motera,0.00014519505663164337,9.513702973430948e-05,0.0003702129157714,5.17902852700747e-05,45,2018-11-01
Motera,0.00014592790236805982,7.267652846775223e-05,0.0002755724417511,4.8840984641981604e-05,50,2018-12-01
Motera,0.00015019026062943825,9.262897219741716e-05,0.00040866581969,6.310583332897843e-05,52,2019-01-01
Motera,0.00013896788504149995,6.074840348446742e-05,0.0003898975850252,6.5753201784675e-05,44,2019-02-01
Motera,0.0001378366530429116,8.894551758026024e-05,0.0003476558001541,5.026452475037878e-05,49,2019-03-01
Motera,0.0001332161863302752,9.307348955189808e-05,0.0002207153039923,3.0880392900886585e-05,54,2019-04-01
Motera,0.0001207238602759576,6.656136199626169e-05,0.0001659841721583,2.0189431602324795e-05,54,2019-05-01
Motera,0.0001118342346897971,8.236323958218753e-05,0.0001534744524877,1.560581963572546e-05,47,2019-06-01
Motera,0.00010400679747853947,6.216546497279452e-05,0.0001628172441525,2.3027062491224782e-05,46,2019-07-01
Motera,9.11668235800787e-05,4.565659586096691e-05,0.000142972440408,1.7859544097003e-05,54,2019-08-01
Motera,9.475509416703074e-05,6.637790647801012e-05,0.0002110878168253,2.619423939686697e-05,53,2019-09-01
Motera,0.00010153910469655392,7.139729132177308e-05,0.0002733902739593,2.8118727801430014e-05,54,2019-10-01
Motera,0.00011007803136192666,6.703312304522634e-05,0.0001831538102123,3.0496395452282442e-05,46,2019-11-01
Motera,9.988584667448686e-05,5.792685029966592e-05,0.0002259141322023,2.9518581262889134e-05,49,2019-12-01
Motera,0.00010594902934968013,5.197785066390486e-05,0.000193145093434,2.5526060034567384e-05,48,2020-01-01
Motera,0.00012835204612984453,7.302408929437078e-05,0.0003092477490138,5.853172322714102e-05,46,2020-02-01
Motera,0.00012424297034196292,6.05132906616549e-05,0.000417851180659,6.2182127926991e-05,46,2020-03-01
Motera,8.016296566618109e-05,6.180226144759513e-05,0.0001042323844296,9.241881647020266e-06,50,2020-04-01
Motera,8.395921590130783e-05,6.612041033807108e-05,0.0001015085609508,7.566881449196616e-06,53,2020-05-01
Motera,9.950859753075218e-05,7.032432819874455e-05,0.0001693155610538,1.7581828521620228e-05,51,2020-06-01
Motera,8.923827686635168e-05,5.1335847202729895e-05,0.0001292239943018,1.989267776741873e-05,44,2020-07-01
Motera,7.627436401541888e-05,5.187725245236895e-05,0.0001011081994425,1.2694339284988534e-05,51,2020-08-01
Motera,9.872621560382123e-05,5.807645570134313e-05,0.0001922564221378,2.6408450416326234e-05,49,2020-09-01
Motera,0.0001123141709476478,7.327297000744638e-05,0.0002323353335326,2.874030646723573e-05,53,2020-10-01
Motera,0.00011591804089147499,7.488378469129689e-05,0.000270863874738,3.741845661113601e-05,50,2020-11-01
Motera,0.0001334222741730089,9.247010166290397e-05,0.0002727507380769,3.625542175418876e-05,47,2020-12-01
